convention,eps,p,F_in,C_in,P_success,F_out,gain,purity_out,C_out,N_out,concurrence_gain,bell_leakage,trace_distance_to_ideal,min_eigenvalue
pauli,0.1,0.08,0.9249999999999997,0.8499999999999993,0.6642380101430202,0.8938031914679775,-0.031196808532022224,0.8029423275592193,0.7876063829359553,0.3938031914679776,-0.062393617064044005,6.761815563336587e-17,0.10401021961073964,0.028340508195903367
pauli,0.1,0.085,0.9249999999999997,0.8499999999999993,0.6540716048664437,0.8867499838466603,-0.03825001615333945,0.7909348873481643,0.7734999676933212,0.38674998384666026,-0.07650003230667812,3.646720710711157e-17,0.11106342723205681,0.030287155431349452
pauli,0.1,0.09,0.9249999999999997,0.8499999999999993,0.6441098705789745,0.8796379712712704,-0.0453620287287293,0.7789628015716787,0.7592759425425399,0.37963797127127075,-0.09072405745745937,3.451330476537167e-17,0.11817543980744664,0.032259006754426556
pauli,0.1,0.095,0.9249999999999997,0.8499999999999993,0.6343495925497581,0.8724685531111854,-0.05253144688881428,0.7670316366440623,0.7449371062223715,0.37246855311118576,-0.10506289377762779,2.7814218059190956e-17,0.12534485796753153,0.034255815323868205
pauli,0.1,0.1,0.9249999999999997,0.8499999999999993,0.6247875915946663,0.865243209904469,-0.0597567900955307,0.7551470089557696,0.7304864198089382,0.3652432099044689,-0.11951358019106106,6.05067001754229e-17,0.13257020117424811,0.03627730745693157
pauli,0.1,0.105,0.9249999999999997,0.8499999999999993,0.6154207238665829,0.8579635039879745,-0.06703649601202522,0.7433145760854218,0.7159270079759494,0.3579635039879746,-0.13407299202404988,1.9156010486149736e-17,0.1398499070907425,0.03832318210771361
pauli,0.1,0.11,0.9249999999999997,0.8499999999999993,0.6062458806456864,0.8506310799790094,-0.07436892002099027,0.731540027596246,0.7012621599580191,0.35063107997900955,-0.1487378400419802,3.464436697292583e-17,0.14718233109970758,0.040393110382442414
pauli,0.1,0.115,0.9249999999999997,0.8499999999999993,0.5972599881297371,0.8432476651000532,-0.08175233489994649,0.7198290754338103,0.6864953302001064,0.34324766510005333,-0.16350466979989287,1.8758872127661275e-17,0.15456574597866385,0.04248673509496299
pauli,0.1,0.12,0.9249999999999997,0.8499999999999993,0.5884600072243606,0.8358150693382128,-0.0891849306617869,0.7081874439448018,0.6716301386764261,0.3358150693382129,-0.17836986132357324,5.111504912858717e-17,0.16199834174050423,0.04460367036564419
pauli,0.1,0.125,0.9249999999999997,0.8499999999999993,0.579842933333333,0.8283351854313137,-0.09666481456868603,0.6966208595394643,0.6566703708626276,0.3283351854313139,-0.19332962913737173,1.5578469381947738e-17,0.16947822564740334,0.04674350126693312
pauli,0.1,0.13,0.9249999999999997,0.8499999999999993,0.5714057961488653,0.8208099886728097,-0.10419001132718997,0.6851350400232327,0.64161997734562,0.32080998867280985,-0.20838002265437927,1.8210465421451632e-17,0.17700342240590733,0.048905783518761875
pauli,0.1,0.135,0.9249999999999997,0.8499999999999993,0.563145659441889,0.8132415365280322,-0.1117584634719675,0.673735683626006,0.6264830730560649,0.31324153652803244,-0.22351692694393444,7.37866048409916e-17,0.18457187455068486,0.051090043236973345
