eps,F_in,p_star_replace,p_star_pauli,weak_noise_slope_K
0.672,0.496,0.17753158591022064,0.16643586179083186,1.6375274277303347
0.674,0.49449999999999994,0.17757123831768018,0.16647303592282517,1.6342536439727307
0.676,0.493,0.17760889753762954,0.1665083414415277,1.6308921806108376
0.678,0.49149999999999994,0.1776445631290998,0.16654177793353106,1.627442460499733
0.68,0.49,0.17767823458010415,0.16657334491884765,1.6239039145214376
0.682,0.48849999999999993,0.17770991130748892,0.16660304185077085,1.6202759818813903
0.684,0.487,0.17773959265677558,0.1666308681157271,1.6165581104077331
0.686,0.48549999999999993,0.17776727790199642,0.16665682303312165,1.6127497568533313
0.6880000000000001,0.484,0.17779296624552002,0.166680905855175,1.6088503872004192
0.6900000000000001,0.48249999999999993,0.17781665681786982,0.16670311576675295,1.6048594769677853
0.6920000000000001,0.481,0.17783834867753417,0.16672345188518828,1.6007765115203911
0.6940000000000001,0.4794999999999999,0.17785804081076767,0.1667419132600947,1.596600986381311
0.6960000000000001,0.478,0.17787573213138425,0.16675849887317273,1.5923324075458931
0.6980000000000001,0.4764999999999999,0.17789142148054204,0.16677320763800818,1.587970291798017
0.7000000000000001,0.475,0.17790510762651945,0.166786038399862,1.5835141670283344
0.7020000000000001,0.4734999999999999,0.1779167892644831,0.1667969899354529,1.5789635725543598
0.7040000000000001,0.472,0.17792646501624637,0.16680606095273098,1.5743180594422999
0.706,0.47050000000000003,0.17793413343001954,0.16681325009064332,1.5695771908304645
0.708,0.4690000000000001,0.17793979298015203,0.16681855591889252,1.5647405422541423
0.71,0.4675,0.17794344206686363,0.16682197693768466,1.5598077019717884
0.712,0.46599999999999997,0.17794507901596973,0.16682351157747163,1.5547782712923783
0.714,0.4645,0.17794470207859442,0.16682315819868226,1.5496518649037845
0.716,0.4630000000000001,0.1779423094308769,0.16682091509144711,1.5444281112020048
0.718,0.4615,0.17793789917366748,0.16681678047531326,1.5391066526210968
0.72,0.45999999999999996,0.17793146933221451,0.1668107524989511,1.5336871459636499
0.722,0.4585,0.17792301785584283,0.16680282923985265,1.5281692627316208
0.724,0.4570000000000001,0.1779125426176201,0.16679300870401884,1.5225526894573609
0.726,0.4555,0.17790004141401802,0.1667812888256419,1.5168371280346646
0.728,0.45399999999999996,0.1778855119645592,0.16676766746677427,1.5110222960496462
0.73,0.4525,0.1778689519114578,0.16675214241699168,1.5051079271112604
0.732,0.45100000000000007,0.17785035881924785,0.16673471139304485,1.4990937711812893
0.734,0.4495,0.1778297301744039,0.16671537203850365,1.492979594903575
0.736,0.44799999999999995,0.1778070633849496,0.16669412192339023,1.486765181932322
0.738,0.4465,0.17778235578005722,0.16667095854380365,1.480450333259255
0.74,0.44500000000000006,0.17775560460963705,0.16664587932153474,1.474034867539426
0.742,0.4435,0.1777268070439148,0.16661888160367014,1.467518621415461
